,Date,Month,Year,Genre,Hours_watched,Hours_streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,freq
0,1-2016,1,2016,MOBA,143342659,1916669,888634,4328,187685,192921,2578,288.49,5
1,1-2016,1,2016,Shooter,122343457,5021605,3676084,17641,820349,164636,6733,13568.199999999999,56
2,1-2016,1,2016,Tactical,47832863,830105,372654,2197,120849,64378,1117,57.62,1
3,1-2016,1,2016,Strategy,94077124,864884,606461,2194,107676,126615,1158,726.05,9
4,1-2016,1,2016,Simulator,14940321,691334,248868,2273,123101,20102,925,545.18,12
5,1-2016,1,2016,Adventure,22091268,928821,562651,3260,152660,29727,1245,545.1800000000001,10
6,1-2016,1,2016,Role-playing (RPG),45786705,1540398,1616103,7274,197341,61606,2057,4659.500000000001,38
7,1-2016,1,2016,Sport,12446241,759469,360387,2588,154865,16748,1019,1403.6699999999998,6
8,1-2016,1,2016,Point-and-click,4632857,74628,18809,167,7628,6235,100,62.08,1
9,1-2016,1,2016,Platform,12852137,123978,3504706,824,21451,17285,158,17394.71,27
10,1-2016,1,2016,Fighting,8231230,111729,692987,622,25577,11071,144,2332.93,13
11,1-2016,1,2016,Puzzle,2755704,26585,696403,180,4416,3705,34,21060.78,6
12,1-2016,1,2016,Racing,2376890,56543,460975,284,9146,3196,73,993.8299999999999,5
13,1-2016,1,2016,Music,1022854,73505,219457,222,15336,1376,98,123.56,2
14,1-2016,1,2016,Indie,778404,71335,9349,192,14698,1047,96,10.91,1
15,1-2016,1,2016,Pinball,684755,8746,41805,68,888,921,11,267.34,2
16,1-2016,1,2016,Real Time Strategy (RTS),1064758,25438,120595,100,2853,1430,32,1360.9299999999998,4
17,2-2016,2,2016,MOBA,138231626,1768939,763306,4041,168777,198892,2542,286.68,5
18,2-2016,2,2016,Shooter,116856910,4933563,1356815,18236,795884,168117,7075,2159.479999999999,47
19,2-2016,2,2016,Tactical,44933218,754901,235027,2097,106074,64652,1086,59.52,1
20,2-2016,2,2016,Strategy,94796462,868766,642456,2970,103661,136393,1245,3039.73,12
21,2-2016,2,2016,Simulator,15274032,717798,326743,2700,120604,21968,1022,1224.2200000000003,19
22,2-2016,2,2016,Adventure,12838557,538911,329091,2596,107341,18466,771,582.4,10
23,2-2016,2,2016,Role-playing (RPG),40576849,1372308,584785,5521,171467,58358,1950,2427.100000000001,47
24,2-2016,2,2016,Fighting,9302938,193105,287775,1680,50059,13379,273,1173.17,13
25,2-2016,2,2016,Point-and-click,4512143,82453,53201,356,10874,6491,117,209.80000000000004,4
26,2-2016,2,2016,Sport,8907967,733033,91463,2559,148772,12815,1052,59.69999999999999,5
27,2-2016,2,2016,Platform,4536013,118159,137433,591,22567,6522,166,526.3,11
28,2-2016,2,2016,Racing,2754175,99104,127089,543,14450,3961,141,236.59,5
29,2-2016,2,2016,Puzzle,1381678,27721,32614,124,4295,1985,38,191.3,4
30,2-2016,2,2016,Music,579657,64372,5164,180,13119,834,92,9.0,1
31,2-2016,2,2016,Indie,739490,75420,7025,241,13902,1063,107,23.47,2
32,2-2016,2,2016,Pinball,531034,8032,20772,52,842,764,11,66.11,1
33,2-2016,2,2016,Real Time Strategy (RTS),747763,22280,11866,86,2505,1075,31,245.43,3
34,2-2016,2,2016,Card & Board Game,168598,1062,28638,7,178,242,1,158.76,1
35,3-2016,3,2016,MOBA,141420514,1750114,992838,3854,166037,190334,2353,308.77,5
36,3-2016,3,2016,Shooter,151682959,5463491,2007987,20154,860304,204126,7329,2741.1300000000006,50
37,3-2016,3,2016,Tactical,72109368,743368,787307,1946,104282,97050,1000,271.54,2
38,3-2016,3,2016,Strategy,88334206,786023,774351,2103,98213,118884,1052,1045.06,9
39,3-2016,3,2016,Simulator,13853029,641558,274243,2142,110135,18638,857,440.89,14
40,3-2016,3,2016,Adventure,19042914,786097,248105,2734,120597,25626,1054,1030.26,9
41,3-2016,3,2016,Role-playing (RPG),44043770,1395642,794044,5890,169866,59254,1859,4074.02,45
42,3-2016,3,2016,Point-and-click,5608095,77281,100424,250,7967,7547,103,213.19,2
43,3-2016,3,2016,Fighting,11019882,203447,337772,1014,49953,14826,269,1083.84,11
44,3-2016,3,2016,Sport,9083929,745284,98800,2560,154014,12222,1000,248.95,7
45,3-2016,3,2016,Platform,5591583,151255,165875,847,23158,7520,200,947.5,13
46,3-2016,3,2016,Real Time Strategy (RTS),1601405,41474,62800,155,5361,2153,54,212.95,5
47,3-2016,3,2016,Puzzle,1971531,22844,124933,152,2427,2651,28,2757.6800000000003,6
48,3-2016,3,2016,Music,833036,79944,10106,229,15257,1120,106,21.560000000000002,2
49,3-2016,3,2016,Indie,805421,76699,8318,210,13966,1083,102,22.42,2
50,3-2016,3,2016,Pinball,522169,8143,20871,51,839,702,10,64.12,1
51,3-2016,3,2016,Racing,1544596,78418,96987,521,18361,2075,104,139.1,6
52,3-2016,3,2016,Arcade,450701,9840,21448,145,2719,606,13,45.8,1
53,3-2016,3,2016,Card & Board Game,154471,1544,24064,8,174,207,2,100.05,1
54,4-2016,4,2016,MOBA,135727533,1667246,948800,4147,157215,188770,2315,308.67999999999995,5
55,4-2016,4,2016,Shooter,141547626,5017970,2433834,18597,760840,196841,6953,4655.579999999999,56
56,4-2016,4,2016,Tactical,71723213,721644,1059002,2119,97614,99754,1003,99.39,1
57,4-2016,4,2016,Strategy,92012218,793729,850806,2762,100531,127967,1097,1121.33,11
58,4-2016,4,2016,Role-playing (RPG),46145124,1866489,495460,8351,238502,64161,2576,3170.22,38
59,4-2016,4,2016,Adventure,27145702,1206127,242391,4850,179373,37752,1674,1084.04,9
60,4-2016,4,2016,Simulator,11919327,621352,288828,2208,104685,16568,852,561.92,17
61,4-2016,4,2016,Point-and-click,5367602,74804,24109,171,7738,7465,104,71.76,1
62,4-2016,4,2016,Sport,10400267,699911,173059,2490,146023,14462,971,114.89,6
63,4-2016,4,2016,Fighting,9262089,164414,293846,775,33668,12878,225,984.11,10
64,4-2016,4,2016,Platform,3496777,109756,127605,527,19421,4856,147,2521.3999999999996,12
65,4-2016,4,2016,Real Time Strategy (RTS),2650988,66193,132683,287,8768,3683,89,239.02,7
66,4-2016,4,2016,Pinball,819339,9012,25383,56,869,1139,12,90.92,1
67,4-2016,4,2016,Music,674352,79412,7806,237,14833,936,110,18.759999999999998,2
68,4-2016,4,2016,Indie,769452,74855,6113,207,13404,1069,103,32.26,2
69,4-2016,4,2016,Puzzle,1490277,32231,60213,171,4278,2070,42,1707.89,6
70,4-2016,4,2016,Racing,1071378,71566,92373,379,13022,1488,97,317.61,6
71,4-2016,4,2016,Arcade,269370,10261,31418,55,2390,374,14,26.25,1
72,4-2016,4,2016,Card & Board Game,120602,1106,22363,7,138,167,1,109.04,1
73,5-2016,5,2016,MOBA,84213023,1296148,471568,2945,131095,113339,1742,170.66,4
74,5-2016,5,2016,Strategy,101585910,730471,600090,1948,97565,136719,980,805.34,9
75,5-2016,5,2016,Turn-based strategy (TBS),49474945,232247,154779,615,36024,66588,312,213.03,1
76,5-2016,5,2016,Card & Board Game,49695395,234373,200208,632,36673,66884,314,423.14000000000004,3
77,5-2016,5,2016,Shooter,134876510,5643343,2236891,26828,956652,181503,7570,1929.2999999999997,57
78,5-2016,5,2016,Tactical,44882927,663528,347527,1856,101483,60407,893,67.64,1
79,5-2016,5,2016,Role-playing (RPG),39318579,1535712,495717,6491,203347,52898,2050,1460.97,40
80,5-2016,5,2016,Adventure,16710908,728019,143240,2436,121871,22487,977,312.83,7
81,5-2016,5,2016,Simulator,11391631,671204,251060,2346,125315,15321,892,745.47,21
82,5-2016,5,2016,Point-and-click,5948742,83171,48463,183,8633,8006,111,71.52,1
83,5-2016,5,2016,Sport,11258841,636021,117197,2169,149330,15151,854,107.26,6
84,5-2016,5,2016,Real Time Strategy (RTS),6885021,112559,144455,894,15454,9263,149,295.71000000000004,6
85,5-2016,5,2016,Fighting,8169168,160177,298037,678,33917,10989,209,1496.13,12
86,5-2016,5,2016,Platform,3134270,112753,73080,452,21497,4213,147,523.38,10
87,5-2016,5,2016,Pinball,703345,9034,26373,53,930,946,12,77.86,1
88,5-2016,5,2016,Music,768518,81022,38867,246,16238,1033,108,18.75,2
89,5-2016,5,2016,Indie,1114803,78999,77735,228,14933,1499,105,270.74,3
90,5-2016,5,2016,Racing,899673,49627,33235,273,7684,1208,64,243.57,5
91,5-2016,5,2016,Puzzle,769749,28559,55449,140,4168,1032,36,3718.6600000000003,5
92,6-2016,6,2016,MOBA,141840617,1397266,896607,3065,139717,197274,1941,409.93,5
93,6-2016,6,2016,Strategy,111369052,763955,838553,2228,99077,154889,1055,1206.3400000000004,12
94,6-2016,6,2016,Shooter,120872343,5342020,1483241,17559,837821,168086,7407,2051.86,49
95,6-2016,6,2016,Tactical,36137071,576786,226858,1615,86923,50260,802,62.65,1
96,6-2016,6,2016,Simulator,24197415,751381,284620,2627,140484,33645,1034,795.1799999999998,19
97,6-2016,6,2016,Role-playing (RPG),31003678,1254593,544179,4826,162523,43095,1720,1944.12,50
98,6-2016,6,2016,Adventure,8990639,327570,96390,1098,42209,12502,452,439.35,6
99,6-2016,6,2016,Point-and-click,5940701,77652,85177,189,7937,8262,108,76.5,1
100,6-2016,6,2016,Sport,9753494,637372,94200,2056,144300,13563,884,78.49,5
101,6-2016,6,2016,Fighting,7072870,137631,293902,563,30701,9833,187,893.21,11
102,6-2016,6,2016,Real Time Strategy (RTS),3393400,76526,39729,376,10271,4716,104,211.37000000000003,5
103,6-2016,6,2016,Platform,3446007,117999,90222,481,22102,4789,159,531.02,10
104,6-2016,6,2016,Pinball,703257,8747,26583,53,925,978,12,80.4,1
105,6-2016,6,2016,Music,672825,80006,15677,242,15288,935,110,16.57,2
106,6-2016,6,2016,Indie,1018703,78310,20562,228,13858,1416,108,40.88,2
107,6-2016,6,2016,Racing,1132478,58244,123400,273,10649,1571,79,287.2,6
108,6-2016,6,2016,Puzzle,1255637,35234,70851,182,5253,1742,47,321.02,6
109,6-2016,6,2016,Card & Board Game,106338,820,22130,8,142,147,1,129.68,1
110,7-2016,7,2016,MOBA,113678695,1362914,528063,3103,143357,152997,1832,316.25,5
111,7-2016,7,2016,Shooter,138860588,5293773,3045824,17049,901916,186865,7103,12907.050000000001,48
112,7-2016,7,2016,Tactical,52953297,596141,726674,1441,94538,71269,802,88.83,1
113,7-2016,7,2016,Strategy,79723974,742757,501827,1945,95118,107297,995,662.7,7
114,7-2016,7,2016,Simulator,21591807,763616,242644,2013,139146,29056,1021,886.45,14
115,7-2016,7,2016,Role-playing (RPG),32001652,1098469,1917978,3716,151137,43048,1459,4624.860000000001,43
116,7-2016,7,2016,Adventure,11678572,347663,295374,1240,46160,15715,466,2592.73,7
117,7-2016,7,2016,Point-and-click,5641606,73507,24483,169,7837,7593,98,76.75,1
118,7-2016,7,2016,Sport,10094742,636733,85287,1758,146619,13584,855,84.55,5
119,7-2016,7,2016,Fighting,11600441,127005,993634,638,30406,15608,166,2253.29,11
120,7-2016,7,2016,Real Time Strategy (RTS),3038178,56184,141328,242,7781,4088,72,431.90999999999997,5
121,7-2016,7,2016,Platform,9038553,173091,2810994,966,37336,12149,221,12151.699999999997,27
122,7-2016,7,2016,Puzzle,2013402,27557,446312,155,4623,2707,35,4348.03,6
123,7-2016,7,2016,Pinball,633315,9541,23401,54,946,852,12,66.38,1
124,7-2016,7,2016,Music,551337,64498,6913,154,13834,742,86,8.55,1
125,7-2016,7,2016,Indie,907149,80362,9258,196,14998,1220,107,30.98,2
126,7-2016,7,2016,Racing,612650,32805,147712,135,5255,824,43,1596.75,3
127,7-2016,7,2016,Arcade,166213,149,138243,8,46,223,0,1115.52,1
128,8-2016,8,2016,MOBA,137302914,1469315,1164132,3192,143955,184794,1975,359.09000000000003,5
129,8-2016,8,2016,Strategy,102646113,790771,908735,2214,94849,138147,1059,937.82,10
130,8-2016,8,2016,Shooter,99082383,5091004,1317533,16649,856885,133329,6828,1241.84,49
131,8-2016,8,2016,Tactical,26252677,642691,152628,1595,91934,35333,864,40.85,1
132,8-2016,8,2016,Role-playing (RPG),50345288,1691621,784149,12341,224598,67734,2256,2520.5299999999997,43
133,8-2016,8,2016,Adventure,21976011,524539,337567,4788,63204,29574,703,860.3800000000002,9
134,8-2016,8,2016,Simulator,19312352,781144,347753,2450,130551,25983,1042,995.5000000000001,18
135,8-2016,8,2016,Point-and-click,5495048,82544,108658,358,10923,7394,109,245.44,4
136,8-2016,8,2016,Sport,8896795,653810,192003,3012,143609,11971,876,960.42,7
137,8-2016,8,2016,Fighting,5923627,110318,203299,434,22304,7969,144,797.1700000000001,9
138,8-2016,8,2016,Platform,3421856,135739,104713,514,26370,4599,178,977.2200000000003,12
139,8-2016,8,2016,Real Time Strategy (RTS),2189574,51216,48568,166,6594,2945,65,483.78999999999996,6
140,8-2016,8,2016,Pinball,786912,9645,23975,61,1021,1059,12,81.59,1
141,8-2016,8,2016,Music,706179,86467,7319,213,16500,950,115,16.85,2
142,8-2016,8,2016,Indie,1005332,86734,8440,210,15122,1352,116,33.43,2
143,8-2016,8,2016,Puzzle,735706,12853,41073,71,1326,989,16,1321.35,3
144,8-2016,8,2016,Hack and slash/Beat 'em up,407898,7905,43843,196,2904,548,10,51.6,1
145,8-2016,8,2016,Racing,626455,38436,92495,185,6876,842,51,75.51,3
146,8-2016,8,2016,Card & Board Game,111992,743,29114,7,122,150,1,150.73,1
147,9-2016,9,2016,MOBA,84054275,1166446,734287,2719,119249,116902,1621,184.2,4
148,9-2016,9,2016,Strategy,68361221,729349,366263,1888,90096,95073,1010,737.4300000000001,10
149,9-2016,9,2016,Turn-based strategy (TBS),33618619,165899,119151,380,24349,46757,230,202.65,1
150,9-2016,9,2016,Card & Board Game,33731387,166430,143128,385,24453,46913,230,415.02,2
151,9-2016,9,2016,Shooter,101933779,4604712,1225314,20028,808237,141747,6377,1219.1800000000003,50
152,9-2016,9,2016,Tactical,30761358,548932,305793,1610,85839,42783,763,56.04,1
153,9-2016,9,2016,Role-playing (RPG),45240361,1455906,398394,6448,165149,62896,2003,1524.9400000000007,43
154,9-2016,9,2016,Adventure,28536557,751550,148037,3657,69602,39686,1042,383.16999999999996,7
155,9-2016,9,2016,Simulator,12062692,525886,173662,1856,94325,16768,724,2459.63,17
156,9-2016,9,2016,Sport,11610695,687655,199787,5240,169559,16145,951,198.2,8
157,9-2016,9,2016,Point-and-click,3887588,70327,70735,266,8437,5406,96,317.17,3
158,9-2016,9,2016,Fighting,7516391,151782,202036,1129,32261,10449,204,859.95,12
159,9-2016,9,2016,Platform,2912580,99269,118823,543,20679,4047,132,644.1700000000001,10
160,9-2016,9,2016,Real Time Strategy (RTS),1991511,42846,77224,209,7166,2767,57,296.09999999999997,5
161,9-2016,9,2016,Pinball,951761,10518,31732,65,1090,1323,14,90.49,1
162,9-2016,9,2016,Racing,1103002,68574,56223,571,15278,1533,94,54.98,3
163,9-2016,9,2016,Puzzle,1251554,15919,96196,108,2194,1738,19,1231.21,6
164,9-2016,9,2016,Music,643329,75986,14820,240,16619,894,104,54.900000000000006,3
165,9-2016,9,2016,Indie,768735,79663,9991,236,14990,1068,110,24.619999999999997,2
166,9-2016,9,2016,Hack and slash/Beat 'em up,388645,31273,19862,249,8109,540,42,32.05,2
167,10-2016,10,2016,MOBA,108031013,1247998,1000393,2833,120287,145396,1678,194.41,4
168,10-2016,10,2016,Strategy,76010660,633738,547006,1697,74531,102299,849,693.3599999999999,7
169,10-2016,10,2016,Turn-based strategy (TBS),35799234,168565,192995,381,23322,48182,226,212.38,1
170,10-2016,10,2016,Card & Board Game,35799234,168565,192995,381,23322,48182,226,212.38,1
171,10-2016,10,2016,Shooter,122383301,5224242,1608028,20811,867770,164689,7002,4456.51,57
172,10-2016,10,2016,Tactical,35446861,577243,336075,1646,86193,47707,776,61.41,1
173,10-2016,10,2016,Role-playing (RPG),39889903,1426053,477755,7163,161884,53670,1904,1632.9499999999998,36
174,10-2016,10,2016,Adventure,25924097,937657,315479,3819,121299,34885,1255,2516.84,13
175,10-2016,10,2016,Sport,13972963,689792,100033,2536,131993,18804,925,88.19,5
176,10-2016,10,2016,Simulator,15423309,624184,205232,3008,102741,20750,833,461.66999999999996,15
177,10-2016,10,2016,Point-and-click,5061521,80068,103700,309,9996,6810,105,1811.0,5
178,10-2016,10,2016,Fighting,9081824,157262,266661,848,30612,12217,204,997.9399999999999,12
179,10-2016,10,2016,Real Time Strategy (RTS),1907173,44155,56049,150,7018,2565,58,113.32000000000001,3
180,10-2016,10,2016,Platform,2658776,90777,84010,335,18527,3575,118,337.15999999999997,8
181,10-2016,10,2016,Pinball,804960,12197,28497,71,1229,1083,16,66.0,1
182,10-2016,10,2016,Indie,992326,84701,13318,233,14811,1335,113,33.64,2
183,10-2016,10,2016,Puzzle,1875525,31519,117772,387,4596,2519,38,1229.04,9
184,10-2016,10,2016,Music,571841,74730,11692,242,15304,769,100,19.41,2
185,10-2016,10,2016,nan,404179,1406,6357,10,67,543,1,287.47,1
186,10-2016,10,2016,Racing,1037774,91231,57482,462,17978,1394,121,114.35999999999999,4
187,10-2016,10,2016,Hack and slash/Beat 'em up,424398,5277,28841,34,1211,570,6,178.32999999999998,2
188,11-2016,11,2016,MOBA,81462908,1252945,359989,3314,117680,113298,1741,179.26000000000002,4
189,11-2016,11,2016,Strategy,82111214,632472,638506,1745,69859,114199,876,936.6999999999999,8
190,11-2016,11,2016,Turn-based strategy (TBS),41273855,181727,331248,405,23170,57404,252,227.12,1
191,11-2016,11,2016,Card & Board Game,41273855,181727,331248,405,23170,57404,252,227.12,1
192,11-2016,11,2016,Shooter,127227172,5363191,1513556,19756,781136,176923,7437,1330.1600000000005,52
193,11-2016,11,2016,Tactical,32928974,574651,219844,1669,77914,45798,799,57.3,1
194,11-2016,11,2016,Role-playing (RPG),45821730,1654066,587880,9424,197683,63703,2281,2271.34,46
195,11-2016,11,2016,Adventure,23398362,812928,238797,3351,96031,32539,1127,500.65,7
196,11-2016,11,2016,Sport,12595678,583974,137949,3232,103234,17517,810,85.87,4
197,11-2016,11,2016,Simulator,23004288,731404,415575,2923,106031,31986,1009,1670.98,22
198,11-2016,11,2016,Point-and-click,6491915,104910,42643,1238,9121,9028,144,148.72,3
199,11-2016,11,2016,Fighting,6156888,112383,202026,473,23392,8559,151,1011.75,10
200,11-2016,11,2016,Platform,4705408,109730,124207,457,18727,6540,148,485.71999999999997,9
201,11-2016,11,2016,Hack and slash/Beat 'em up,1872113,11007,54362,52,1836,2603,15,170.08,1
202,11-2016,11,2016,Real Time Strategy (RTS),2073295,43508,20434,152,6315,2882,59,116.85000000000001,3
203,11-2016,11,2016,Indie,1536546,86035,50774,248,14048,2136,118,292.77,3
204,11-2016,11,2016,Pinball,721315,11510,27699,92,1203,1003,16,62.67,1
205,11-2016,11,2016,Racing,1479638,76412,62306,338,13271,2055,104,177.16,5
206,11-2016,11,2016,Music,1058424,87862,37609,296,16309,1471,120,192.95999999999998,4
207,11-2016,11,2016,nan,625164,183,6745,3,13,869,0,3416.2,1
208,11-2016,11,2016,Puzzle,1318565,30984,72088,184,4759,1831,39,385.26,6
209,12-2016,12,2016,MOBA,86614807,1368007,370094,2866,40124,116573,1839,210.51999999999998,4
210,12-2016,12,2016,Strategy,101684142,673942,788946,1989,26955,136851,901,1058.87,10
211,12-2016,12,2016,Turn-based strategy (TBS),50374964,207578,226842,691,11857,67799,279,242.68,1
212,12-2016,12,2016,Card & Board Game,50374964,207578,226842,691,11857,67799,279,242.68,1
213,12-2016,12,2016,Shooter,118791852,6064794,1157140,17845,226090,159859,8144,1007.9999999999997,45
214,12-2016,12,2016,Tactical,30576246,594414,240717,1731,27104,41152,800,51.44,1
215,12-2016,12,2016,Role-playing (RPG),45153983,1902079,502452,7887,78060,60755,2539,2086.55,38
216,12-2016,12,2016,Adventure,23479428,878447,232338,3568,30537,31597,1179,338.8,7
217,12-2016,12,2016,Simulator,19724580,731712,392597,2532,30243,26538,975,1011.0200000000001,19
218,12-2016,12,2016,Sport,14058207,691299,173010,3005,33345,18919,927,131.84,5
219,12-2016,12,2016,Point-and-click,7122028,108120,150384,583,2938,9583,143,259.81,5
220,12-2016,12,2016,nan,4425518,20265,123772,313,14,5955,27,1469.88,2
221,12-2016,12,2016,Fighting,7664732,126004,327844,694,7321,10309,164,1146.69,12
222,12-2016,12,2016,Hack and slash/Beat 'em up,1899397,64714,32975,240,2199,2556,87,29.35,1
223,12-2016,12,2016,Real Time Strategy (RTS),4371297,86092,118886,545,2648,5880,111,597.14,10
224,12-2016,12,2016,Platform,5156358,152085,154500,653,5176,6934,201,519.0500000000001,10
225,12-2016,12,2016,Puzzle,3764295,54650,95518,319,1285,5064,71,329.16,5
226,12-2016,12,2016,Pinball,1029024,11061,32015,75,527,1384,14,93.03,1
227,12-2016,12,2016,Music,1089354,97198,36875,297,5955,1465,129,994.25,4
228,12-2016,12,2016,Indie,1138495,89658,15863,228,5132,1532,120,33.02,2
229,12-2016,12,2016,Racing,1392748,85882,104493,373,3491,1873,114,169.66,4
230,1-2017,1,2017,MOBA,144135140,1843693,646262,4025,175409,193988,2478,261.78000000000003,4
231,1-2017,1,2017,Shooter,181759463,6341977,4068499,18677,976728,244601,8507,20228.6,57
232,1-2017,1,2017,Tactical,72376812,694606,1233293,2177,110118,97411,934,104.2,1
233,1-2017,1,2017,Strategy,86605475,734374,481866,1841,86788,116559,985,555.6299999999999,5
234,1-2017,1,2017,Role-playing (RPG),48146270,1772073,1592951,7043,209724,64780,2363,2938.2900000000004,39
235,1-2017,1,2017,Adventure,24731157,963889,498062,4012,134308,33282,1294,1852.3000000000002,7
236,1-2017,1,2017,Simulator,19224136,716544,322850,2324,114589,25867,961,4692.62,12
237,1-2017,1,2017,Sport,16131537,748398,221217,2564,152711,21708,1004,176.31,5
238,1-2017,1,2017,Point-and-click,7803770,98103,86258,303,10548,10503,131,186.17000000000002,2
239,1-2017,1,2017,Fighting,15390467,179339,758110,2849,37705,20710,237,2069.69,10
240,1-2017,1,2017,Hack and slash/Beat 'em up,6915010,94840,474118,1756,21818,9304,126,1796.51,4
241,1-2017,1,2017,Real Time Strategy (RTS),4543575,80766,114582,262,10527,6112,105,587.5,6
242,1-2017,1,2017,Puzzle,4146127,68940,448218,292,11372,5577,91,9360.96,6
243,1-2017,1,2017,Platform,9279090,126508,3105453,598,25463,12476,162,28823.460000000006,23
244,1-2017,1,2017,Pinball,1032393,14381,34792,89,1414,1389,19,71.79,1
245,1-2017,1,2017,Music,853264,91930,9592,268,19477,1147,123,20.59,2
246,1-2017,1,2017,Indie,1118445,97378,9225,259,17865,1504,130,28.76,2
247,1-2017,1,2017,Racing,1151834,54863,55885,215,8004,1549,73,134.21,3
248,1-2017,1,2017,Arcade,268119,1719,161775,13,469,360,2,155.97,1
249,2-2017,2,2017,MOBA,105549975,1332861,438332,3120,127711,157300,1984,196.49,4
250,2-2017,2,2017,Shooter,127178243,5518316,1663582,19472,817399,189510,8203,1427.7399999999998,48
251,2-2017,2,2017,Tactical,40480425,677884,459482,2078,100125,60328,1010,59.72,1
252,2-2017,2,2017,Strategy,73808382,661144,490416,2014,73289,109995,983,663.59,7
253,2-2017,2,2017,Turn-based strategy (TBS),33345362,149527,142596,368,19906,49695,222,223.01,1
254,2-2017,2,2017,Card & Board Game,33345362,149527,142596,368,19906,49695,222,223.01,1
255,2-2017,2,2017,Fighting,29533710,636324,392248,3341,96160,44007,944,1043.1799999999998,14
256,2-2017,2,2017,Hack and slash/Beat 'em up,15568377,388324,169611,2172,61764,23201,578,69.73,2
257,2-2017,2,2017,Role-playing (RPG),46321608,1698439,620238,6724,198132,69013,2513,1713.3899999999999,43
258,2-2017,2,2017,Adventure,18576842,799397,203549,2973,98929,27683,1189,406.91,6
259,2-2017,2,2017,Sport,14277683,656939,175372,2962,125327,21275,977,141.70999999999998,5
260,2-2017,2,2017,Simulator,13111488,631233,351315,2261,95802,19531,933,611.9300000000001,18
261,2-2017,2,2017,Point-and-click,4753757,87328,32133,251,8980,7084,129,89.50999999999999,2
262,2-2017,2,2017,Real Time Strategy (RTS),2926619,84528,81652,552,13296,4359,124,191.16,6
263,2-2017,2,2017,Platform,4987375,152234,160582,729,26011,7425,217,736.4999999999999,15
264,2-2017,2,2017,Puzzle,2307529,51551,105334,250,7989,3435,74,548.04,7
265,2-2017,2,2017,Pinball,963457,14734,33178,96,1492,1435,21,65.39,1
266,2-2017,2,2017,Music,934068,90455,33370,297,18191,1391,134,206.24,3
267,2-2017,2,2017,Indie,1143818,98212,19440,298,16881,1704,146,28.39,2
268,2-2017,2,2017,Racing,690151,40866,48835,185,5833,1027,60,236.79,3
269,2-2017,2,2017,nan,206921,4481,10166,66,224,308,6,46.18,1
270,3-2017,3,2017,MOBA,96254400,1319190,377718,2787,107194,129546,1774,203.39000000000001,4
271,3-2017,3,2017,Strategy,85213532,690267,684923,2181,62735,114684,924,1120.5700000000002,10
272,3-2017,3,2017,Turn-based strategy (TBS),38782039,169481,241636,387,18841,52196,228,228.83,1
273,3-2017,3,2017,Card & Board Game,38782039,169481,241636,387,18841,52196,228,228.83,1
274,3-2017,3,2017,Shooter,128003771,5995575,1617101,22454,709785,172256,8046,1295.01,47
275,3-2017,3,2017,Tactical,36870753,703107,508269,2086,84382,49624,946,52.44,1
276,3-2017,3,2017,Role-playing (RPG),55344431,1926453,743380,9902,185378,74467,2569,1276.2699999999998,45
277,3-2017,3,2017,Adventure,20408634,538910,199946,2441,56656,27465,723,157.03,5
278,3-2017,3,2017,Fighting,19252960,287970,341720,1260,38789,25904,383,2427.49,13
279,3-2017,3,2017,Sport,13178854,690017,195359,2646,106224,17733,925,281.40000000000003,8
280,3-2017,3,2017,Point-and-click,6343446,90253,94782,219,7390,8537,121,70.29,1
281,3-2017,3,2017,Simulator,11115073,554974,189841,2048,71285,14951,740,1322.9199999999998,17
282,3-2017,3,2017,Real Time Strategy (RTS),2820704,72566,56845,281,8279,3793,95,198.81,6
283,3-2017,3,2017,Pinball,929769,16354,31253,101,1556,1251,22,56.85,1
284,3-2017,3,2017,Platform,3273072,123460,69991,454,17211,4399,160,345.49000000000007,9
285,3-2017,3,2017,Music,1049099,107197,44859,334,17441,1411,142,138.99,4
286,3-2017,3,2017,Indie,1036240,102245,12647,288,14797,1394,137,24.23,2
287,3-2017,3,2017,Puzzle,1745943,41584,202063,213,7122,2347,51,794.4599999999999,8
288,3-2017,3,2017,nan,324087,1553,52902,14,512,436,2,208.68,1
289,3-2017,3,2017,Racing,892174,42961,61576,185,5375,1199,56,240.87,4
290,3-2017,3,2017,Hack and slash/Beat 'em up,129261,4461,9540,29,748,173,6,28.98,1
291,4-2017,4,2017,MOBA,89340743,1332481,626982,3309,113609,124255,1852,204.95999999999998,4
292,4-2017,4,2017,Strategy,111480803,673861,1067663,2273,66220,155045,933,804.3599999999999,8
293,4-2017,4,2017,Turn-based strategy (TBS),53390683,222096,277440,843,26529,74256,308,240.39,1
294,4-2017,4,2017,Card & Board Game,53390683,222096,277440,843,26529,74256,308,240.39,1
295,4-2017,4,2017,Shooter,117660315,5076108,1486118,16057,598460,163621,7039,2636.2500000000005,45
296,4-2017,4,2017,Tactical,36569260,630577,417435,1805,82803,50861,877,57.99,1
297,4-2017,4,2017,Role-playing (RPG),41056277,1754994,504075,6765,174034,57080,2414,1249.15,44
298,4-2017,4,2017,Adventure,17182959,730427,274238,2533,78793,23895,1013,1104.8500000000001,7
299,4-2017,4,2017,Simulator,12216466,524076,236827,1764,69494,16982,721,1741.48,18
300,4-2017,4,2017,Sport,13276478,602835,193230,2074,95585,18461,836,215.21999999999997,7
301,4-2017,4,2017,Point-and-click,5769696,103493,115939,422,10995,8022,141,458.85999999999996,5
